recipe_id,recipe_name,method
120,ยำไข่เจียวเครื่องหมี่,"1. ต่อยไข่ใส่ชาม ตีให้ขึ้นฟู ตั้งกระทะใส่น้ำมันหมู พอร้อนเทไข่ลงกลอกให้หนา เจียวจนเหลืองทั้งสองด้าน ใช้ตะหลิวแซะม้วนแล้วตักขึ้น หั่นไข่เจียวเป็นชิ้นเล็ก ๆ ขนาดพอดีคำ
2. สับหมูละเอียด นำไปจี่ในกระทะพอเกรียมทั้งสองข้าง ผ่ากระเทียมดองเป็นซีก เลือกรากและไส้แข็งออก หั่นบาง ๆ ปอกผิวส้มซ่าบาง ๆ หั่นเนื้อเป็นชิ้นเล็ก ๆ แคะเมล็ดออก เตรียมกุ้งเค็มปอกเปลือกให้พร้อม
3. ผสมน้ำพริกเผา น้ำปลา น้ำตาล และน้ำมะนาว คนให้เข้ากัน ชิมรสให้กลมกล่อม (เปรี้ยวนำ เค็มตาม หวานเล็กน้อย)
4. รวมไข่เจียว หมูจี่ กระเทียมดอง กุ้งเค็ม และส้มซ่าลงในชาม ราดน้ำยำที่เตรียมไว้ คลุกให้เข้ากันทั่ว
5. ตักใส่จาน โรยผักชี และพริกแดงหั่นฝอย"
121,กุ้งแฝง,"1. ฉีกพริกแห้งล้างน้ำแล้วโขลกกับเกลือให้ละเอียด ใส่รากผักชี ข่า ตะไคร้ หัวหอม และกระเทียม โขลกรวมกันจนละเอียดดี พักไว้
2. ล้างกุ้งให้สะอาด หักหัว ปอกเปลือกกุ้ง 6 ตัวให้เหลือหางไว้ ผ่าหลังและดึงเส้นดำออก เจาะกลางตัวแล้วสอดหางกลับขึ้นบนหลัง แผ่หางออกให้กาง
3. กุ้งที่เหลืออีก 3 ตัว รวมทั้งหัวกุ้ง ปอกเปลือกแล้วสับละเอียด เก็บมันกุ้งไว้ต่างหาก
4. ผสมเนื้อกุ้งสับกับน้ำพริกที่โขลกไว้ เติมหัวกะทิและไข่แดง กวนให้เข้ากันดี แล้วปรุงรสด้วยน้ำปลา ชิมให้ได้รสเค็มมันกลมกล่อม
5. ปอกเปลือกฟักเขียว ตัดเป็นชิ้นสี่เหลี่ยมผืนผ้า ใช้มีดกรีดให้เป็นขอบหนา 4 มิลลิเมตร แล้วคว้านเนื้อออกให้เป็นหลุมตรงกลาง
6. ตักส่วนผสมกุ้งที่เตรียมไว้ใส่ในฟักเขียวให้เต็ม เกลี่ยหน้าให้เรียบ แล้วทาด้วยมันกุ้งให้ทั่ว
7. วางผักชีแต่งหน้าแต่ละชิ้น แล้วนำไปนึ่งในรังถึงด้วยน้ำเดือดประมาณ 15 นาที หรือจนฟักนุ่มและไส้กุ้งสุกดี"
122,บี๊ฟที,"1. ใช้เนื้อวัวทั้งก้อนขนาดประมาณ 5 นิ้ว (สี่เหลี่ยมลูกบาศก์)
2. ย่างด้วยไฟแรงให้ผิวสุกทั่วกันหนาประมาณ 1/2 นิ้ว
3. หั่นเนื้อที่ย่างแล้วเป็นชิ้นบาง ๆ
4. คั้นเอาน้ำจากเนื้อให้ได้ปริมาณตามต้องการ
5. เก็บน้ำเนื้อที่คั้นไว้ในที่เย็น หากไม่มีตู้เย็นให้ใส่ขวดปากกว้าง ปิดสนิท และแช่ในกะติกน้ำแข็ง
6. เมื่อต้องการใช้ ให้รินน้ำเนื้อใส่ถ้วย
7. เติมน้ำซุปไก่เดือดจัดลงในถ้วย
8. ปรุงรสด้วยเกลือและพริกไทยเล็กน้อย (ถ้าผู้ป่วยรับได้)"
123,กงเชียงสด,"1. ผสมหมูปนมันกับแป้งข้าวแดง ซีอิ๊วขาว น้ำผึ้ง น้ำตาล พริกไทย เกลือ เหล้าจีน และเครื่องเทศ (ลูกโป๊ยกั๊ก อบเชย กานพลู) จนเข้ากัน
2. บรรจุไส้หมูลงในไส้กรอก ไม่ให้แน่นจนเกินไป
3. ขดไส้กรอกเป็นวง ปิ้งไฟไม่แรง ใช้กากมะพร้าวโรยบนไฟเพื่อให้ควันรมกลิ่น
4. คลุมด้วยใบตองตอนเริ่ม ปิ้งจนสุกแล้วเปิดใบตองออก พลิกไส้กรอกกลับทั้งวง
5. ใช้ใบตองฉีกเป็นฝอย ม้วนทำเป็นแปรง ทาน้ำมันหมูบนไส้กรอก
6. หากไส้กรอกจะแตกออก ใช้ปลายไม้กลัดแทงเบา ๆ ให้ลมและน้ำมันออกเล็กน้อย
7. เมื่อสุกแล้ว หั่นไส้กรอกเป็นแฉลบหรือหั่นตามชอบ เสิร์ฟพร้อมผักเคียงและน้ำจิ้ม"
124,ไข่ตุ๋น,"1. ต่อยไข่ใส่ชามแล้วตีจนขึ้นฟอง
2. เติมน้ำเปล่าหรือน้ำข้าวต้ม 100–150 มิลลิลิตร คนให้เข้ากัน
3. ใส่ตับหมูสับและปรุงรสด้วยเกลือหรือซีอิ๊ว/น้ำปลา พร้อมพริกไทย คนให้เข้ากัน
4. ใส่ยอดผักกาดขาวหั่นละเอียดลงไปผสมในไข่
5. เทส่วนผสมลงภาชนะที่เหมาะสำหรับนึ่ง
6. นึ่งในหม้อน้ำเดือดประมาณ 20 นาที จนไข่สุกและเนื้อเนียน
7. ยกออกจากหม้อและพร้อมเสิร์ฟ

**หมายเหตุ** ถ้าไม่มีตับหมูจะใช้ตับไก่ หรือเนื้อไก่ หรือจะใช้เนื้อและตับไก่ปนกันก็ได้"
125,แกงต้มเค็ม,"1. โขลกรากผักชี พริกไทย และกระเทียมให้ละเอียด
2. ตั้งกะทะ ใส่น้ำมันหมู 1 ช้อนโต๊ะ พอร้อน ใส่เครื่องโขลกลงผัดจนหอม
3. เติมน้ำตาล 1 ช้อนหวาน คนจนละลายและเป็นสีเหลืองอ่อน (ระวังอย่าให้ไหม้)
4. เติมน้ำ 1 ถ้วยชา รอจนเดือดและน้ำตาลละลายหมด
5. ล้างปลาช่อนให้สะอาดและเอาเมือกออก
6. นำปลาลงใส่หม้อแล้วเทน้ำเครื่องปรุงที่เตรียมไว้ลงบนปลา
7. ใส่น้ำปลา 1 ช้อนโต๊ะ ปรับรสตามชอบ
8. ตั้งไฟจนปลาสุกและน้ำงวด ปลาจะมีสีแดงสวย ยกลงและพร้อมเสิร์ฟ

**หมายเหตุ** ปลาต้มเค็มนี้ ไม่ต้องให้มีน้ำมาก พอมีน้ำขลุกขลิก ถ้าจะใช้ปลาหมอ หรือปลาทูก็ทำเช่นเดียวกัน"
126,กุ้งทอดปรุงรส,"1. หักหัวกุ้งออก ปอกเปลือกให้เหลือหางติดตัว ผ่าหลังให้ลึกเกือบขาด พักไว้
2. ผสมแป้งข้าวเหนียวกับกะทิและเกลือป่นนิดหน่อย นวดให้เข้ากัน ไม่เหลวเกินไป
3. ตั้งกระทะใส่น้ำมัน 2 ถ้วยชา พอร้อน นำกุ้งมาชุบแป้งแล้วทอดจนเหลืองกรอบ พักไว้
4. ล้างผักบุ้งจีนให้สะอาด หั่นยาวประมาณ 3 เซนติเมตร
5. ทุบกระเทียมแล้วสับให้ละเอียด
6. ตั้งกระทะใส่น้ำมันหมู 2 ช้อนโต๊ะ พอร้อน ใส่กระเทียมเจียวจนหอม
7. ใส่เต้าเจี้ยวน้ำลงผัดพอหอม แล้วใส่ผักบุ้งลงผัดจนสุก รีบคนให้เข้ากันแล้วยกลง
8. จัดผักบุ้งใส่จาน วางกุ้งทอดบนผักบุ้งให้สวยงาม
9. ผสมน้ำส้ม น้ำตาล น้ำเคยดี ชิมรสตามชอบ ราดบนตัวกุ้งก่อนเสิร์ฟ"
127,ยำไข่แมงดา,"1. ล้างกุ้งนางให้สะอาด เผาไฟแรงจนพอสุก (อย่าเผาจนแห้ง)
2. ปอกกุ้งและฉีกเอาเนื้อกับมันทั้งตัว
3. เผาหอม 5 หัว ปอกแล้วซอยเป็นชิ้นเล็ก
4. ปอกมะม่วง กรีดเป็นเส้นบาง ๆ แล้วหั่นตามขวางเป็นฝอย
5. ล้างใบสาระแหน่ สบัดน้ำให้แห้ง แล้วเด็ดเป็นใบ ๆ
6. จัดไข่แมงดา กุ้ง หอมซอย มะม่วง และใบสาระแหน่ใส่จานแยกเป็นกอง ๆ
7. ผสมน้ำพริกเผา น้ำเคย น้ำตาล มะนาว คนให้เข้ากัน
8. ก่อนรับประทาน ราดน้ำปรุงลงบนส่วนผสมแล้วคลุกให้ทั่ว"
128,ยำส้มโอ,"1. คั่วกุ้งแห้งกับมะพร้าวในกระทะพอสีเหลืองอ่อน แล้วพักไว้ให้เย็น
2. แกะส้มโอเป็นเม็ด ๆ จากกลีบ จัดใส่จาน
3. โรยมะพร้าวคั่วและกุ้งแห้งลงบนส้มโอ
4. ก่อนรับประทาน ผสมน้ำปลาและน้ำตาลโตนด คลุกให้เข้ากันแล้วราดบนส้มโอ"
129,ไข่หวานฝอย,"1. ตวงน้ำและน้ำตาลใส่หม้อหรือกะทะทอง ตั้งไฟ ใช้ช้อนหรือทัพพีคนจนละลายหมด
2. กรองน้ำเชื่อมด้วยผ้าขาวบางกลับลงหม้อเดิม
3. ปอกขิง ล้างให้สะอาด ทุบให้ช้ำแล้วใส่ลงในน้ำเชื่อม ตั้งไฟให้เดือดสักครู่ จากนั้นตักขิงขึ้น
4. ปูผ้ากรองลงในชาม ต่อยไข่ใส่ ใช้มือรูดไข่ขาวไข่แดงให้เข้ากัน
5. ตักไข่ที่ผสมแล้วใส่ในกรวยใบตองหรือกรวยโลหะ
6. ราดน้ำเชื่อมเดือดพล่านลงบนไข่จนหมด แล้วปล่อยให้เดือดประมาณ 2 นาที ยกลง ตักใส่ถ้วยแบ่ง พร้อมเสิร์ฟ"
130,ฟักทองทอด,"1. นึ่งฟักทองจนสุก แต่ไม่ให้แฉะ
2. หั่นฟักทองเป็นก้อนสี่เหลี่ยมลูกบาศก์ ขนาดประมาณ 2.5 × 2.5 ซม.
3. ตักน้ำมันพืชใส่หม้อ (ใช้หม้อด้ามจะสะดวก) ตั้งไฟกลางจนร้อน
4. ใส่ฟักทองที่หั่นไว้ลงทอด คอยเขย่าหม้อให้ก้อนฟักทองกลับตัวไปรอบ ๆ
5. โรยเกลือและพริกไทยลงไปพอสมควร
6. ทอดจนฟักทองเกรียมและมีกลิ่นหอม จึงยกขึ้นพร้อมเสิร์ฟ"
131,แกงไส้กรอกหมูแห้ง,"1. หั่นไส้กรอกเฉียงบาง ๆ
2. หั่นตะไคร้เฉียงให้เป็นฝอย
3. หัวหอมหั่นตามยาวของหัว แยก 8 หัวไว้ผัดและ 2 หัวโขลกรวมกับรากผักชีและพริกไทย
4. คั้นมะพร้าวเป็นกะทิ ใส่หม้อ
5. โขลกรากผักชี พริกไทย และหัวหอม 2 หัวให้ละเอียด แล้วละลายในหม้อน้ำกะทิ
6. ตั้งไฟพอเดือด ใส่ไส้กรอก ตะไคร้ มะดัน และน้ำปลา
7. เคี่ยวจนมะดันเปื่อย ชิมรสตามชอบ ถ้าเปรี้ยวพอแล้ว ตักมะดันขึ้น
8. ใส่ใบมะกรูดและหัวหอม 8 หัวที่เตรียมไว้ ผัดจนหัวหอมสุก
9. ตักใส่ชาม โรยพริกแดง พร้อมเสิร์ฟ

**หมายเหตุ** แกงชนิดนี้ จะใช้แกงเนื้อเค็มกับหน่อไม้เปรี้ยวก็ได้ หรือ ใช้แทนก็ได้ แต่ไม่ต้องใส่มะดันหรือมะขามเปียกมากนักหรือถ้าเปรี้ยวพอแล้ว ไม่ต้องใส่เลยก็ได้"
132,มะเขือเทศหน้านวล,"1. ล้างมะเขือเทศ ใช้ปลายมีดแหลมเจาะทางหัวให้เป็นวงรอบตามรูปมะเขือเทศ
2. ใช้ช้อนชาตักเมล็ดและเนื้อออกบางส่วนเพื่อเตรียมใส่ไส้ คว่ำไว้
3. เตรียมไก่ หมูแฮม และมันฝรั่งต้มสุกหั่นเล็ก ๆ
4. ตั้งกะทะ ใส่น้ำมันหมู พอน้ำมันร้อนจัด ใส่หัวหอมเล็กลงผัดจนเหี่ยว
5. ใส่ไก่ หมูแฮม และมันฝรั่ง คนให้เข้ากัน
6. ปรุงรสด้วยเกลือ พริกไทย น้ำตาล และลูกจันทร์ป่น
7. ใส่ถั่วลันเตา คนให้เข้ากัน
8. ตักไส้ที่ผสมแล้วบรรจุลงในผลมะเขือเทศให้เต็ม
9. เรียงผลมะเขือเทศลงในลังถึง ตั้งน้ำให้เดือด แล้วนึ่งประมาณ 10 นาที จนมะเขือเทศสุก
10. ต่อยไข่ใส่ชาม ตีพอไข่ขาวไข่แดงเข้ากัน กรองด้วยผ้าขาวบางเพื่อลดเยื่อไข่ขาว
11. ใส่ไข่ลงในกรวยใบตองหรือกรวยโลหะ ทำเป็นตาข่ายให้พอห่อมะเขือเทศ
12. นำไข่ฝอยทองวางคลุมผลมะเขือเทศที่นึ่งแล้วให้รอบประจบใต้ผล
13. จัดใส่จาน โรยผักชีและพริกแดงฝอยตกแต่งให้น่ารับประทาน"
133,ปลาแห้งปรุงกระเทียมดอง,"1. ล้างปลาแห้งให้สะอาด แล้วขึงปิ้งไฟกลางจนเกือบสุก
2. พอสุก ใช้ลูกครกทุบให้เนื้อปลานุ่ม
3. ปิ้งปลาอีกครั้งจนมีกลิ่นหอม จึงฉีกเป็นชิ้นเล็กพอคำ
4. หั่นต้นกระเทียมเป็นท่อน 2–3 ซม. และหั่นกระเทียมดองเป็นซีกตามขวาง
5. เมื่อต้องการรับประทาน ใส่ปลาแห้งฉีกลงจาน ราดน้ำกระเทียมดอง 3–4 ช้อนโต๊ะ
6. คลุกเร็ว ๆ ให้เข้ากัน โรยพริกมูลหนู ชิมรสตามชอบแล้วจัดเสิร์ฟ"
134,ฉี่ฉู่เมืองปราณ,"1. ทำความสะอาดปลาหมึกสด ตัดเป็น 2 ท่อน แช่น้ำพักไว้
2. ทุบหัวหอมและกระเทียมแล้วสับหยาบ ๆ
3. ล้างพริกแดงแล้วทุบพอแตก
4. ผสมน้ำปลา น้ำตาล และน้ำส้มในถ้วย ชิมรสให้ได้รสเปรี้ยวหวานเค็มตามชอบ
5. ตักน้ำมันหมูใส่กะทะ ตั้งไฟแรงจนร้อนจัด
6. ใส่หัวหอม กระเทียม และพริกแดงลงผัดจนหอม
7. ใส่ส่วนผสมน้ำปลา น้ำตาล น้ำส้มที่เตรียมไว้ลงในกะทะ
8. เร่งไฟแรง ใส่ปลาหมึกลงคนเร็ว ๆ ให้สุกทั่ว พอสุกยกลงทันที
9. ตักใส่ภาชนะ พร้อมเสิร์ฟ (ระวังไม่ให้ปลาหมึกสุกเกินไป จะเหนียว)"
135,ทองม้วนเค็ม,"1. ผสมแป้งข้าวจ้าวและแป้งสาลีเข้าด้วยกันในชามใหญ่
2. เติมไข่ น้ำตาล เกลือ เนยสด และหัวกะทิลงไป นวดส่วนผสมให้เข้ากันจนเนียน
3. เติมน้ำปูนใสและงาดำลงไป คนผสมให้เข้ากัน
4. ทาเนยบาง ๆ ในพิมพ์ทองม้วน แล้วตั้งไฟให้ร้อน
5. ตักแป้งลงพิมพ์ โรยผักชี 1 ใบบนแป้ง
6. ปิดพิมพ์ ผิงกลับไปมาจนแป้งเหลืองสุก
7. เอาออกจากพิมพ์ พับเป็นสามเหลี่ยม
8. พอเย็นสนิท จึงเก็บใส่โหลหรือภาชนะที่ปิดสนิท"
136,เปลือกส้มโอแช่อิ่ม,"1. ปอกผิวนอกของส้มโอออกให้หมด
2. ขยำเปลือกกับน้ำเปล่าจนอ่อน
3. ใส่เกลือนิดหน่อยแล้วต้มเปลือกจนเปื่อย
4. นำขึ้นมาล้างด้วยน้ำเย็น แล้วบีบจนแห้ง
5. เตรียมน้ำเชื่อมโดยใส่น้ำและน้ำตาลลงหม้อ ตั้งไฟจนละลายเป็นน้ำเชื่อมใส
6. ใส่เปลือกส้มโอลงในน้ำเชื่อม ตั้งไฟค่อนข้างอ่อน เคี่ยวจนข้น
7. หากต้องการสีหรือกลิ่น ให้เติมน้ำหอมและสีตามชอบ (ถ้าทำหลายสี แบ่งส่วนแล้วเติมสีต่างกัน)
8. เคี่ยวต่อจนเปลือกขึ้นเป็นเกล็ดใสเหมือนฟัก
9. ยกลงพักให้เย็น และเก็บใส่โหลหรือภาชนะปิดสนิท"
137,ยำทวาย,"1. ขูดมะพร้าวคั้นกะทิข้น ๆ แล้วเคี่ยวให้แตกมัน
2. ฉีกพริกแห้ง ล้างเมล็ดออก ใส่ครกโขลกกับเกลือเล็กน้อยจนละเอียด
3. ใส่หอมเผา กระเทียมเผา และปลาย่างโขลกให้ละเอียดที่สุด
4. ตักส่วนผสมที่โขลกใส่ลงในกะทิมะพร้าว เคี่ยวจนข้น
5. ปรุงรสด้วยน้ำส้ม มะขามเปียก น้ำปลา และน้ำตาลหม้อ ชิมรสตามชอบ
6. ต้มผักทุกชนิดจนสุก หั่นให้เรียบร้อย (ยกเว้นผักบุ้งจักเป็นฝอยสั้น แล้วลวก)
7. สะเด็ดน้ำผักด้วยตะแกรงให้แห้ง
8. ตักน้ำพริกที่เคี่ยวไว้ใส่กะทะ ใส่ผักลงผัดทีละอย่างจนเข้ากัน
9. ตักผักใส่ภาชนะไว้แยกชนิด หรือผสมกันตามชอบ
10. ก่อนเสิร์ฟ จัดผักใส่จาน เกลี่ยหน้าไม่ให้พูนมาก โรยกุ้งแห้งป่น ราดน้ำพริก และโรยงาคั่วกับหอมเจียวให้ทั่ว"
138,ไข่น้อค,"1. แยกไข่แดงออกจากไข่ขาว ใส่ไข่แดงลงในถ้วยสำหรับผสมค็อกเทล
2. ใส่น้ำตาล น้ำผลไม้ เหล้าบรั่นดี และนมสดลงไปในถ้วย
3. ปิดถ้วยให้แน่นสนิท แล้วเขย่าแรง ๆ จนส่วนผสมขึ้นฟู
4. เทใส่ถ้วยแก้ว เติมน้ำโซดาลงพอดื่ม รับประทานทันที"
139,เมี่ยงฝัน,"1. ล้างดอกมะขามสดให้สะอาดแล้วพักไว้
2. ตั้งกระทะใส่มะพร้าวคั้นข้น เคี่ยวไฟอ่อนจนแตกมัน
3. ใส่ดอกมะขามลงผัดจนสุก
4. ต้มเนื้อหมูและกุ้งให้สุก หั่นบาง ๆ
5. คั่วถั่วยี่สงให้หอม ปอกเปลือกแล้วพักไว้
6. ทอดหอม กระเทียม และกระเทียมดองในน้ำมันหมูจนเหลือง
7. ตัดใบทองหลางพอดีคำ ทอดไฟอ่อน ๆ ตักขึ้นพักไว้
8. ผสมน้ำพริกก้อยกับดอกมะขามผัดแล้วเตรียมไว้
9. จัดใบทองหลางทอดลงในจาน
10. ตักดอกมะขามผัดวางบนใบทองหลาง
11. วางเนื้อหมู กุ้ง ถั่วยี่สง กระเทียมดอง กระเทียม และหอมตามลำดับลงบนดอกมะขาม
12. หยอดน้ำพริกก้อยลงบนเครื่องแต่ละอย่างก่อนเสิร์ฟ"
140,ไข่ม้วน,"1. ต่อยไข่ใส่ชาม คนให้ไข่ขาวไข่แดงเข้ากันดี
2. ตั้งกะทะ ใช้จ่าหลิวทาน้ำมันให้ทั่ว ตักไข่กลอกเป็นแผ่นโตขนาดประมาณ 1 คืบ ทำทั้งหมด 10 แผ่น พักไว้
3. ปิ้งกุนเชียงจนพอสุก
4. ต้มน้ำเดือด ใส่คึ่นฉ่ายและต้นหอมลวกพอสุก พักไว้
5. สับกุ้งและหมูรวมกัน ปรุงรสด้วยเกลือ น้ำปลา ผงชูรส และพริกไทย
6. วางแผ่นไข่บาง ๆ บนถาด ตักส่วนผสมกุ้งหมูละเลงบนไข่
7. วางคึ่นฉ่ายและต้นหอม แล้ววางกุนเชียงตรงกลาง
8. ม้วนแผ่นไข่แล้วพับหัวท้ายให้แน่น
9. นึ่งไข่ม้วนประมาณ 12 นาที
10. (ถ้าต้องการ) ละลายแป้งสาลีข้น ๆ ชุบไข่ม้วนทอดให้กรอบ
11. หั่นไข่ม้วนเป็นแว่น ๆ จัดลงจานให้สวยงาม
12. ทำและราดน้ำจิ้มซอสมะเขือเทศ ซีอิ๊ว น้ำส้มสายชู โรยพริกแดง รับประทานคู่กัน"
141,แป้งจี่,"1. นวดแป้งข้าวเหนียวกับมะพร้าวให้เข้ากันดี
2. ใส่น้ำตาลลงไป นวดต่อจนส่วนผสมเข้ากันเป็นเนื้อเดียว
3. ตั้งกะทะแบนบนไฟกลาง ทาน้ำมันพอทั่วกะทะ
4. ตักแป้งผสมลงกะทะ ขนาดพอดีคำ
5. ใช้ตะหลิวกดแป้งให้แบนพอสมควร (อย่าให้บางเกินไป)
6. เมื่อผิวด้านล่างเกรียมแล้ว พลิกอีกด้านให้เกรียมเช่นกัน
7. ตักขึ้นใส่จาน พร้อมเสิร์ฟ

**หมายเหตุ** แป้งข้าวเหนียวที่ใช้เป็นแป้งจี่นี้ จะเป็นข้าวเหนียวดำหรือข้าวเหนียวขาวก็ได้ ถ้าเป็นแป้งแห้งให้ใช้น้ำอุ่น ๆ พรมแล้วนวดจนแป้งขึ้นทั่วกันพอปั้นเข้าก้อนได้ แล้วจึงนวดกับมะพร้าว"
142,น้ำพริกปลาเค็ม,"1. เผาพริกสด หัวหอม และกระเทียมจนมีกลิ่นหอม
2. เผากุ้งนางให้สุกแต่ยังฉ่ำ อย่าแห้ง
3. ปิ้งปลาเค็มจนหอม แกะเอาเฉพาะเนื้อปลา
4. โขลกหัวหอม กระเทียม และพริกสดให้ละเอียด
5. ใส่เนื้อกุ้งโขลกต่อจนเข้ากัน
6. เติมเนื้อปลาเค็มและมันกุ้ง บุบเบา ๆ และคนให้เข้ากัน
7. ปรุงรสด้วยมะนาวและน้ำปลา ชิมรสตามชอบ
8. ตักใส่ภาชนะ เสิร์ฟพร้อมผักสดหรือผักต้ม"
143,กงเชียงไก่นา,"1. ล้างไส้หมูให้สะอาด พลิกด้านในออก ล้างด้วยเกลือจนสะอาดแล้วเป่าตากให้แห้ง
2. เลาะเนื้อไก่นาเอาแต่เนื้อ เอาเอ็นและกระดูกออกแล้วหั่นเป็นชิ้นเล็ก ๆ
3. หั่นเนื้อหมูและมันหมูเป็นชิ้นเล็ก ๆ ขนาดเท่า ๆ กัน
4. ใส่ไก่นา เนื้อหมู และมันหมูลงในภาชนะ
5. ผสมน้ำขิง เหล้าจีน น้ำผึ้ง เกลือ ซีอิ๊วขาว และน้ำตาลทรายเข้าด้วยกัน แล้วเทลงในเนื้อที่เตรียมไว้ คลุกเคล้าให้เข้ากัน
6. ตักเนื้อผสมใส่ไส้หมู โดยใช้ใบตองปิ้งเพื่อปรับรสเค็มหวานตามชอบ ทำเป็นคู่ ๆ แบบกงเชียง
7. ปิ้งจนสุก รับประทานสด หรือสามารถตากแห้งเก็บไว้รับประทานนาน ๆ ได้
8. หากต้องการทำเป็นคู่เล็ก ๆ ให้ใช้ไส้แพะ ล้างให้สะอาดด้วยใบตะไคร้และเกลือ"
144,ไข่ดาวหน้ากุ้ง,"1. ใส่น้ำมันหมู 3 ช้อนโต๊ะลงในกะทะ ตั้งไฟอ่อน
2. ต่อยไข่ใส่กะทะตั้งแต่น้ำมันยังไม่ร้อน ใช้จ่าหลิววิดน้ำมันให้ทั่วไข่
3. เมื่อไข่ขาวสุก ตักไข่ขึ้นใส่จาน พักไว้
4. ปอกกุ้งแล้วสับให้ละเอียด คลุกกับน้ำปลา น้ำตาล และพริกไทยให้เข้ากัน
5. เอาน้ำมันที่เหลือในกะทะออกเล็กน้อย ใส่กุ้งที่เตรียมไว้ลงผัดพอสุก
6. ใส่มันกุ้งลงผัดให้เข้ากันจนสุก ชิมรสตามชอบ
7. ตักกุ้งผัดวางบนไข่ดาวที่เตรียมไว้
8. โรยใบมะกรูดฝอยและผักชีบนหน้าไข่ดาว เสิร์ฟได้ทันที

**หมายเหตุ** ถ้าไม่ชอบใบมะกรูด ก็ไม่ต้องใส่"
145,น้ำพริกปูเค็ม,"1. แกะปูเค็มเอากะดองออก แกะเอามันและเนื้อปูใส่จาน พักไว้
2. บุบก้ามปูให้แตกเล็กน้อย
3. โขลกกระเทียม กะปิ กุ้งแห้งป่น และพริกขี้หนูให้ละเอียดเข้ากัน
4. ใส่มะดันซอยลงโขลกผสมให้เข้ากัน
5. ใส่เนื้อปูเค็มที่เตรียมไว้ บุบและคนให้เข้ากัน
6. ปรุงรสด้วยน้ำตาล น้ำปลา และน้ำมะนาว ชิมรสตามชอบ
7. บุบพริกขี้หนูพอแตกเล็กน้อย คนให้เข้ากันอีกครั้ง ตักใส่ภาชนะ พร้อมเสิร์ฟกับผักสด"
146,เต้าเจี้ยวปรุงรส,"1. ล้างขิง หัวหอม และมะเขือเทศให้สะอาด
2. หั่นขิง หัวหอม และมะเขือเทศเป็นลูกเต๋าขนาด 1/4 นิ้ว
3. เผาพริกชี้ฟ้าแล้วหั่นเป็นชิ้นตามขวาง ขนาดตามชอบ
4. ผสมเต้าเจี้ยวและกุ้งตะเข็บต้มลงในชาม
5. ใส่ขิง หัวหอม มะเขือเทศ และพริกชี้ฟ้า คนให้เข้ากัน
6. ปรุงรสด้วยน้ำมะนาวและน้ำตาล
7. คนให้เข้ากันอีกครั้ง ตักใส่ภาชนะ พร้อมเสิร์ฟกับข้าวต้มหรืออาหารอื่นตามชอบ"
147,ขนมจีบหมูสับ,"##วิธีทำแป้ง:
1. ร่อนแป้งสาลีใส่ชามใหญ่ ทำหลุมตรงกลาง
2. ต่อยไข่ 2 ฟอง ใส่น้ำมันหมู 1 ช้อนโต๊ะ และน้ำเย็น 1 ถ้วยลงไปในหลุม
3. คนให้ไข่แตกและเข้ากับน้ำและน้ำมัน
4. ผสมกับแป้ง นวดจนเป็นก้อน แล้วนวดต่อจนแป้งเนียน นุ่ม
5. คลึงแป้งเป็นแท่งยาว ตัดแบ่งเป็นชิ้นพอเหมาะ
6. โรยแป้งมันบนแผ่นแป้งทุกครั้งก่อนคลึง เพื่อไม่ให้ติดกัน
7. คลึงเป็นแผ่นกลม ขนาดประมาณ 6 ซม. เก็บแป้งซ้อนกันในภาชนะ คลุมด้วยผ้าชุบน้ำบิดแห้ง

##วิธีทำไส้:
1. ล้างหมูแล้วซับให้แห้ง
2. สับหรือบดหมูให้ละเอียด
3. ปอกมันแกว ต้มพอสุก หั่นละเอียด
4. ลวกผักกาดขาวหั่นฝอยหยาบ
5. หั่นหอมใหญ่และต้นหอมให้ละเอียด
6. ผสมหมู มันแกว ผักกาด หอมใหญ่ ต้นหอม และเครื่องปรุงรสอื่น ๆ (เกลือ พริกไทย น้ำตาล ซีอิ๊ว เหล้าเสียว) คลุกให้เข้ากัน

##วิธีปั้น:
1. วางแผ่นแป้งบนมือซ้าย ตักไส้ขนาด 1 ช้อนชาพูนลงตรงกลาง
2. ใช้นิ้วหมุนรอบแป้งให้ปิดไส้แน่น พับหัวท้ายให้เรียบร้อย
3. วางเรียงในลังถึงที่ทาน้ำมันไว้ ไม่ให้เบียดกัน

## วิธีนึ่ง:
1. พรมน้ำบนขนมจีบเล็กน้อย หากวางไว้นาน
2. ใส่ลังถึงลงหม้อนึ่งที่น้ำเดือดพล่าน
3. นึ่งด้วยไฟแรงต่อเนื่อง 15-20 นาทีจนสุก

##การจัดเสิร์ฟ:
1. โรยกระเทียมเจียว และผักชีบนขนมจีบ
2. เสิร์ฟพร้อมน้ำซีอิ๊วผสมน้ำส้ม และพริกเขียวแดงเหลืองหั่นเฉียง"
